Dateiname	Signatur	Titel	Link	Größe	Datum
HK1078.jpg 	HK 1078	Umgebungen von Caporetto und Canale	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?lJMJI1iAIpUFdZcDx38l3HlbklEN.MYlBtG54HARe1gcTtKoE1clGIDyYZVpnL5.ZPvzsyZNRvK7H1JevwTbNE8Wla5FvW28FD8kmWqoCzqeGXclSAXDvJtOKaPFRn7RTAqUvacFp20OSYx4b.omOQ/HK1078.jpg#	6802.73 KB	22.02.16
HK1079.jpg 	HK 1079	Umgebungen von Klagenfurt	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?l9ig2o2QPSN1WWxxVAmQoopztAAvQ8y7nj4jm@9rdN.lv5xZHfZU4je1tDUAGhroLC20Blo007rJq8NuslINMbyrRrAslEdJlu4QsULC@gsHvczQVb0jwXSU5Nvx6@3VXqasZeMKQi8A9IadlKQowg/HK1079.jpg#	8752.95 KB	22.02.16
HK1080.jpg 	HK 1080	Roma Antiqua	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?VWLvoYYVNWJE2TP5X1yZGxaAhCtL6gVU0KSjBc7Mz7QrYbQLZILP1KRGL5WBZ9Ns0vAJIA34bCpKqoJKCPmoo0NBM7GiIMiRpyKhSAzEsfxgfNfGzDzuj8ZDN56bXhAY@jh4jk8L3pxP8B8wspXbgw/HK1080.jpg#	5241.84 KB	22.02.16
HK1081.jpg 	HK 1081	Carte von Alt Italien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?U..xvdOqOI@yixXRgLrQoYvDVCq8Ih20ux800.96PwsYxX5RmDqYzyplxMOZjV9@xAn1ooLopX2FdC@uz2b0xrhFLS5LWBcEXTwVL2R12yWFs6AJyuB8eVWwVRIYesHv7dPb@hM1lYm0y4y29BKX8Q/HK1081.jpg#	8850.14 KB	22.02.16
HK1082.jpg 	HK 1082	Italien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?pyRJJX3RVTKY4n2fGbqUVAOzaR@IkPY7X3J6wNeFdyBXJ@mVeOX0GHCaDTuK9kukY1e8rCIOJJdPcCk@cdIlYFGrTg5SiTZi2gC1h4FzioEXidrWncGVdF.QDvBNmRVkA7TGb.JCNf04xHS37kN2sA/HK1082.jpg#	6370.06 KB	22.02.16
HK1083.jpg 	HK 1083	Asia Antiqua	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?tgSwZ@9PtLECqGvBnnOKxxFSavoyx226Zv5wfExi6u.qk4oGcQm@0ps0TLAzOHG.T158ls8prjV@L6.lHOlE9YhPgzaSAqy8Rx3Ly@RdDbZx6OPcOOv02rDy0FqG56LQ5o19h5khk@JoLPzSmW@8Dw/HK1083.jpg#	6964.08 KB	22.02.16
HK1084.jpg 	HK 1084	Asiatisches Russland	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ZaD.cQfDqyTp6seSjf@BDbIsRQX.7Dnj0CMhDsjySXupAnWwZU74W7qtCLFsu1ipiaV78D7NzHzIDZZMxkLN@1KqDFBa97qar6veAOTTThT9EX0DpbmAshe.dzI2F6mnnozZiq8rVS@@XF4enz5pBw/HK1084.jpg#	7344.93 KB	22.02.16
HK1085.jpg 	HK 1085	Asien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?13XmzVvb5PzIE3wzUh4xrXnbAAp4PESbr8E4gA1RWbHmiCH0fiZpOpSo6zwXUoDmIuhxTP6XWW9iDUaKktXcjAh0IOclTNOw4jEcpQ1gU@crvL9jOcmQqco5OGWP.DXkVC.Lpxz8MYR495XoBySo3g/HK1085.jpg#	7490.46 KB	22.02.16
HK1086.jpg 	HK 1086	Die Ostindischen Inseln	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?u6.s6T3vltqkoCY2SNvW6KbVMsEyNE4r.VqVQBqVcgLCi6VVb7ENe01b7BZYx6MBM@L1Jh0q5AeAjSE1p0mpOQZ0bnTPOWwfu@OSzKDYDLiOkTM9zY3pTKXcRYzJM2yT68UJZiUFaNP@Mm1a4xx7og/HK1086.jpg#	6196.31 KB	22.02.16
HK1087.jpg 	HK 1087	Vorderindien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?FKVRcpXeZHQnzfAkBmIn3P0EBDVm3nL2zd6ZnvcYyOSMwsUkujNkobZn.bDihC615kKCvMVckv19WrNivRyJgSRMOMdzExoqCG0kskBOT6nzBBxFMoc7vBQ6hLFHdLXNdRxb.Z6QDfGpa4t81q4Geg/HK1087.jpg#	7662.42 KB	22.02.16
HK1088.jpg 	HK 1088	Westliches Hochasien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?HnDZWPiO8M5Q1CD.R7aHYzfHJnN5ks@xaRYKidfx3FDRc8JW05OyrtKns576zlws4RCRwAKZJ@NI7FIvYP9OeMSS8tBPytYEoH@SmTV@Lr9r1kmOayEn8dAWcIJiRSfK@xADQsYbTBMbCtL85BecBA/HK1088.jpg#	8293.12 KB	22.02.16
HK1089.jpg 	HK 1089	Russland	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?IPECNSgxzWavyldKQeCniPTQR39Ow9Ovm4k6LLQIG4@5NxDxY7u44Q.b@.Jq98DhvFZhhrTjGrg66why1uHumLGUi2.oQ@seOjaX89D4kzBqc889PrHqz25MKy1lyPlQ.qDIUK0cYdN@LspG@XrOjw/HK1089.jpg#	7360.41 KB	22.02.16
HK1090.jpg 	HK 1090	Griechenland Und Die Ionischen Inseln	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?74241jZ3LvPxdWjJli4wlkqbOlA9Xx7kDop9p4l4f5sqo8tu0vh5eSPZDH8B3YHFrNK6hyO4U1wbHMTeHVmjD.GG3.qEIDdrkaUa4ARJP4tdh1zW.bj5PC0Z2pEAln8Ko7a0SNaIVowMxkb5OQJ2kQ/HK1090.jpg#	7470.60 KB	22.02.16
HK1091.jpg 	HK 1091	Europaeische Türkey Und Griechenland nebst den Ionischen Inseln	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?AS2jT5Mn.WF3LUeHUTOvt514s5ix1qvI0u069xiDDin7xMlaE@x5ilEpBgHcVp6WqlI3N4.gzp0PDbf1jzKIKqbDpxwoJV1JEKVuYIGbc@IlnktNwgBJTVMk1@2SDuQUwjCTZG74xj785cvGoD6nwQ/HK1091.jpg#	7653.67 KB	22.02.16
HK1092.jpg 	HK 1092	Afrika	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?4jjptJ7G5PvqTiCuMaRWafQdLuoIai9siZjtSRQx.QQGMyGP5OhyRL9Fjq2Ef8rvHBsTuzIVA7nakYVEukhzDJShO9cEr4sUmNM73zGgpcpsitJricrUl0h82L6kQ.0vla983nc5AF9W4N274g5alw/HK1092.jpg#	6627.66 KB	22.02.16
HK1093.jpg 	HK 1093	Italia	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?DbsjH9KgUaiQI6xcjogynCGlmAhkz3hzovTHJ5@08gFLYDwuukIr7AT8Obw8adxLjlriPX5iZdMBWXRnM.HRdh3L@hJ6xZitz2BlmvjNlVDdepD.5y0d25tY.J0SFI098kzMvf7P7iO7q11SklO3tA/HK1093.jpg#	16970.33 KB	22.02.16
HK1094.jpg 	HK 1094	Regnorum Hispaniae et Portugalliae Tabula generalis	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?s25xf6.p9XJjApzgOrmGssVnKP.d5cLnXVsdCcW6okcZWp5W5D0gaXM8tee1WPnt8bmJ.VeGOqy@PNS9kRuArVAQXdFnL8JZuHeCp8E4mI3EE8phSY.nivczK53fXJCzwzPYwwixGRf.Ih3M3KuntA/HK1094.jpg#	15720.38 KB	22.02.16
HK1095.jpg 	HK 1095	Regnorum Hispaniae et Portugalliae Tabula generalis	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?w8phN@cZzyEs8EuTxXG4qk1DGy0YEnXmjYhY24tgvxeKv7Dal@ubgOFxmbX98cMBlP3SlPfDbnX2eQuIaJtVx2ZgedU1J3BOgJjaISOAisQN.r9Bm@nOMUWct2moW5qt99AQaerV3r.IzVTXfnFeQg/HK1095.jpg#	14525.98 KB	22.02.16
HK1096.jpg 	HK 1096	Fulda	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?SqG7z4wAUjQ1QrcU3fPFDOThJICu18b0HgyLxKiTS8B5NwQ0eEIke2Ne8Wsk0CBPkDzcsGf5H8jLJTS62jJq05t0vKklF28AqI9wQgru9PgzrM8TN3yBCYijpYw52djKq@Nhe9PzCQPS6aX@HKb1RQ/HK1096.jpg#	14985.78 KB	22.02.16
HK1097Zusatz.jpg 	HK 1097	[Le Royaume De France]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?nlxpi8XH6Dx2ne18bsIrt4nx3NY4pPNwRuvXBS7AhmrWwckwotOwniXvaXoaJdldqRBjkJkNJUXOdqeYNfnXFp7jTRr8XefiPEyUhuPZwZCAzs6.ew6OXZJUOwaUYxgG3XerjKqoXOLRcf36iJw73w/HK1097Zusatz.jpg#	3445.60 KB	22.02.16
HK1097.jpg 	HK 1097	[Le Royaume De France]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?PMIAAXz5dYsoWdlzWKHYTnFHR4DU4uYqERXMeonhjMeGDIOWpsg@wnXn8qyrJaPIy0r44C1A.KLvjaIT2RJ.IfMK3oemRjTXnGlBcv9kSTvqXtAWI5@4cGyAYM21zUrXKcH9B40RA4DxF6h73mO7hw/HK1097.jpg#	16157.19 KB	22.02.16
HK1098.jpg 	HK 1098	Italien	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?JZfZehJ@KTZWV1fUDD67XuX.Ddz48GbalzJNAELL5icEQBvmlYfMsh5zXBMk9j9wWDAmlMm.ThUgP9QvvVsRf08KdHQD.NdSc9KqIcvE50ltAHeLzgRKZWquFj7dBQcU5K7jrMIwnn.o3Mr0cAmlkQ/HK1098.jpg#	9080.84 KB	22.02.16
HK1099.jpg 	HK 1099	Mittelfranken Des Königreichs Baÿern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Pk.U@B9LU7lA2a2YrF@NTBUPQIMKiWc1deKjHX.LurX0W9yP9b4FVUF4Ov507vIrCoofOxXABozc9oLdWtcbqbqHbOMVVQgbfIzvlegSVHAYUZzIxD95wEXWzOZLqoUcDN..WIJhUHsYD4BNsv@PfA/HK1099.jpg#	19043.03 KB	22.02.16
HK1100.jpg 	HK 1100	Hassia Landgraviatus	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ht.HIJGrtfr@YJNhwFWBGvizidfDUZUTHnuYfjjeRvPx4YUpTdjHWH2GiP5PlJ1bHabp9zdx20wE4QXQPWkeKjF9E5OTlNKMzS9LE9FKoutOOqrhOj4PieeSoXwDS1zijOs3TpOVyokqHJB.76k0cQ/HK1100.jpg#	16791.74 KB	22.02.16
HK1101.jpg 	HK 1101	[Saalekreis - Stift Merseburg - Weimar - Jena]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?@01vxnPp5tTPvNpzS3VL6k6.0cpijooTaTWE7fRNcwxt35PY30HxwOvZ5ZtaFViNrEnvoBV5rkvF348i5w@gOgbMlYkSkAU.a@8KLACreN5wz2q04aJpdMfvx1T7Z8Jw.bwCAgKwD4FcPmIVhEt@NQ/HK1101.jpg#	15778.68 KB	22.02.16
HK1102.jpg 	HK 1102	[Situationsplan von Ronneburg]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ypV@zBmrrKp0FZECPdlOgdhGmRbH1k.l.dTNVuoefAiLBzROs6kFxWxZ2Dp.IDE12t8woHvfTLpGzDUpfT8Ggf6jMaQI4rBqCTynqC1B4jO3E1s4@bP.oW5ABexZMVTuwjMFSF12MLefuzZ12qPw0Q/HK1102.jpg#	3617.26 KB	22.02.16
HK1103.jpg 	HK 1103	[Militärische Situationskarte]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?HdRszjWRdqCSPoFvAqayHOagIohjLe8161TV7z85OVY2cC8ME7ilptqpMRR4t@Aqqr7eZ0NGEj5tGRqnxeR7H5zU2a4Mi5c7flOOhQNail3pCRhA2gHSITBOzMg2t13gM0rNehgKMGRJ.nbAazFXgw/HK1103.jpg#	1538.76 KB	22.02.16
HK1104.jpg 	HK 1104	[Deutsch-Französischer Krieg 1870/71 - Marschroute des XII. Armeekorps]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?s2NLWfJbFra5Gd6Hdl54k5GNkSbraYbrLkI41HiJ2cFoIxrfM@rn4mnOo85LPusciMwC6XjjxuewEfNmWKFmQK3c38ODrnDjlS4qEkaz1kj.6OEo688ZDqwDPoeF.DRzpAjvYTVgB2paLSP@h7v18g/HK1104.jpg#	30525.59 KB	22.02.16
HK1105.jpg 	HK 1105	Charte von Polen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?3Cz0Qflc7JurN5J.vaNUV2BkTHM48mXIjL.7Nj.ldkVRgsoB2g4.vIC1nGHBkMI@xib4XN40rnWs@Qj62@R1sM68deGHG368vUTSa0zU1z29Jsr6UcAe81tWHGYCnYkpChJaP9DrDIZFARdSuRQGWw/HK1105.jpg#	19221.18 KB	22.02.16
HK1106.jpg 	HK 1106	Die Britischen Inseln Und Das Umliegende Meer	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?4J7NjYs92bF.We2SZk1Pa9sLUwlCzlQjBSECBw5MVI5maZVNAskW5ukZ.QhzablOPSxw4TiHb.8Bu0irZOFGVxjW1c2gLl7yzw.5wkgxqCn0BA7JtIms5DN2Hd76fOhfRTnUd20w2dQM.l0zykjjrg/HK1106.jpg#	12017.14 KB	22.02.16
HK1108.jpg 	HK 1108	Die Niederlande	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?c5zxYkCLjayoJHoyuU7jj2JkQrBHAByEgvDJDlmxvRhJsUaPC1l.ixY8d60qefYkGQ6mSjw0pqCtK7Aekzxq.UNDxbwaV0b9rLgnHDWMycc983rq86l6LcGwuLjL.f0.lgYHURAPRrL5QOa7.vAifA/HK1108.jpg#	3622.06 KB	22.02.16
HK1109.jpg 	HK 1109	Die Deutsch-Französischen Grenzländer	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?7Rk5fwG3vOMvcoT8PX1n9S7X5ZTU@vsy.1QNHYnwCGcLwE0X9hwndIhA2Pnvxu3e23Z87qkKe@dQAUEd7HHhm7THPMq7ABUDv8Qax@Gl1kOVpp8T0JhbvRa16.CxllzL.RbzG5Jr.CJa8yubCAJrwg/HK1109.jpg#	14342.46 KB	22.02.16
HK 1109T.jpg 	HK 1109	Die Deutsch-Französischen Grenzländer	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?VFoS2wEzXYA11XYtRLEYMRGHMS0mdg7TGCd8xJ8H4ak@65Ala7KK4jcvyBAVhpZ8@Wj@Uy0JYy@t.IzLlCieCZwEdiugqOykNoAyHsek1Go.lVZK8Fr2NE0QeAXcSjBpkzi16eyU0ZWAQpl1uxO7IZKi4fYNlIBw/HK%201109T.jpg#	922.76 KB	jpg
HK1110.jpg 	HK 1110	Neu und verbesserter Plan der St. u. Hafens Havana auf der Ins. Cuba mit den Wasser-Tiefen, Sandbaencken und Klippen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?TIlDUJXsN48AgeHW84n4FqWRWS74fO6rKXpijCXv@oTnLFmzF0FMKYpWNWfWzV1o1PrVcHKIYdHyGScCx.kzku98kGvAfv@ngXXMqHmuJL95JCnpv@rs@Dw26uqd649ojE0gXyEJ9mYhFjZHHabzdQ/HK1110.jpg#	4495.89 KB	22.02.16
HK1111.jpg 	HK 1111	Das Lausitzer Gebirge und die umliegenden Gegenden	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?4pJKReR11@SIMqyqyNVckQB5hOShMGUI99jMjDjsusnb0AVcnWjaMkjXn3Wg.yz1l4BmD8BUusAgSDUmBM729semjUv9QLd5tzMhcVnVIw4fvwHVShKaAkxjQ2mTnA1.vGhRoG@qgUiJtB@Y.tuGjA/HK1111.jpg#	17963.31 KB	22.02.16
HK1112.jpg 	HK 1112	England	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?qL2Juqwge527bVgYhmDCUH@fivva7IjFV@9@hi7KjSwHOnH1AkYlGCY1ym4B@enrKrYDPJZE.E1oNRTnTit5aE86ummtLLjUxkqMopPv@xSY59u253s4H@hqpWo6NmSiaIuBWIj96zEVBSczWxeBRg/HK1112.jpg#	7577.00 KB	22.02.16
HK1113.jpg 	HK 1113	Nouveau Plan De La Ville De Lyon	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?SJqLTScSgyS3HQ2DYm5v5m2A2EKT2X.WsaypGGHWEAiAv0iJN.kl0daBZLu7Hbdr2wHzoEZYkt8islnN08RTfFr2y8jd1xwwuCodJDT3lGCKJ9FEmfAtgSD3g6@rvE7g9t1I0P5Cs945mRaL@dyKWA/HK1113.jpg#	12759.34 KB	22.02.16
HK1114.jpg 	HK 1114	Plan von Koblenz	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?AdxurqY2kd5TZSu8xfhFyKC@.JAkvnUJZ55QBq.PEm6ihegrEgFUhqtnYKsbgwLyw4UJOWDteByBsSJ8aGE0tEYmBQ2mhJv7nKJ0XZjgz48uZI9BWUi7FalocQHZ8V0KCXhUwZknY@7aIkKG0Yqrqw/HK1114.jpg#	3156.13 KB	22.02.16
HK1115.jpg 	HK 1115	Carte Itinéraire de La France	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?4QCBQhpkuPJuMpjxEDL6x5UnfFDeHX1EK6c4h3NQQG2CBRoNKhIS2f7yj6LiyOff8DotGZKmjwvsoOVPt1wbTsHSAncDEnyie36@nuUgnJKqRR.ab8wfNhdhufQ7kxZ9Y4YvmG0jrWFuHNFjkFU2@Q/HK1115.jpg#	13286.82 KB	22.02.16
HK1116.jpg 	HK 1116	Nouvelle Carte Routière Des Environs De Paris	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?3WNsphhuC4qn4utlc3SN9fWA8z@zIaGNhQJA@GdlYTpSVeLRuppjzqcr7Ieh5XeIbCWpgZKOjcZoehZafJOzKjv54w3wPTMA5YNZbizkOm5JG4Sko.jI.8s4R5N5AMvcHK347fFO4mG8wfC1SMWMQg/HK1116.jpg#	12150.80 KB	22.02.16
HK1117.jpg 	HK 1117	Schwefelbad Eilsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?7I079pUk2fsXZvMbHAc.BQ0Sn@3Is8cjRrrHj98TOLUDmaDJFL8HrR7DqABQ0IEvIgd1ncF@6Sf6JIEFX0@CM0tWvGKFSk1A9@UQ3Cg7XC2g2sv1wb5LWhTUwGMDu8Idzf@tmLr@DsCHgOnIq@demA/HK1117.jpg#	7984.60 KB	22.02.16
HK1118.jpg 	HK 1118	Justus Perthes' Specialkarte der deutschen Grenze bis Paris	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?zce5oj8nU8GhQX.hRe@9dpQz0W@VKtSLfvvWK9yMAJvvUi0gRQNKr9qQRv.ZFyH1WYj96vb7dq8NNORxXLUFMfhuFPIfsEp1h0ehP.FjYl2ofWNV@MayFW25P1yBkOYLmFRWAbx0DmunazUKneH0Dg/HK1118.jpg#	15942.71 KB	22.02.16
HK1120.jpg 	HK 1119	Frankreich in IV Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?bhd6dI2S1KqnBL6hF1pVofscBKehrv9oa9n3e@Yz3CTK3kIb4mlFSwvPt5z0PT06508WtwpO9umGmnhMPzlVsA8BahZQLs4A7weKXdHt0EPDx85CwAYEcyBEN26XsLY1jkm5iv3r@3qkzX9uj8lANA/HK1120.jpg#	10295.07 KB	22.02.16
HK1107.jpg 	HK 1119	Frankreich in IV Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?VFN4oMXAzfdhuBnWGLMyqc.FYXIw2SgUTN7edJnNPWIDO8xmvallc@0jy.XYe7yVESPo2QgfZMWfFJ.2axknCS3JVkUbb743@CXRTDV.L.1z7izCRaFCbyBZitnNK371rO3slOAdQfok8KWRbG66yA/HK1107.jpg#	12704.63 KB	22.02.16
HK1119.jpg 	HK 1119	Frankreich in IV Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Nenmm4LWtvecFrnkZyDlv@t9uaDRIfBXSdA3pZ0HbXNOUckkcYYj4JEbwoJfpada5xo4pD8A5hrSFIi.Cd1TxBMou5sB.8L9diCKODhbWgRWUIltkPMKVQGfrKNk1y2RmFt8YNYMVy38MZtPjLwIxQ/HK1119.jpg#	8671.32 KB	22.02.16
HK1121.jpg 	HK 1119	Frankreich in IV Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?HBiSGjp0RtD4lwKr5jmYeVNJ3Wc4MIwjPLwUmUdoEqSgbQ3xg5VKpbON0g.yvBh70hYCGNYJ1Oe0.CYJNABpwgnJVwsUrw6R6opjNhPIfevADf8xjVkhlqmZnTxTTbZxM7809Zurcvd5HJMOAEU9Yw/HK1121.jpg#	10985.18 KB	22.02.16
HK1122.jpg 	HK 1122	Neuester Grundriss von Dresden	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?CCoS.2BJZmuQ.0oYXlLnImD@Wdb4OZa@YXDy5yP6bZIpkKxMfuHdkSetS1UaulOrJ0SaxyUoPcaVt0g6erWR1mA.xKnLsoj50vR6m5zwjJBUEKiEEA6Duj3erkEGFIi4JqGIjn7w0wr@UdXFlRgaSw/HK1122.jpg#	2249.23 KB	22.02.16
HK1122.1.jpg 	HK 1122	Neuester Grundriss von Dresden	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?2CMrduQ3buu.XSVczrOx@vd@oGqLGJOKi5ox6ULJZeZhTwsO829zjFtSmOrJWeEgc5Lp@7ds1Z8ZSRP3JoXGYw6alSu5EVDnO3Nog02.KF2UHA445tkSyHtYEnhn1YlUgmyB2Fl2pzzNq2SLw24UNA/HK1122.jpg#	1357.45 KB	22.02.16
HK1122.2.jpg 	HK 1122	Neuester Grundriss von Dresden	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?g0m9ROw9R6mtZSZfTpHCylPH2LL3cPcg9MPrRCRUrxCQ5897BDDYpJTETbXwfrNugUXR0mM3U07hc69kMN7J8uiZQJmAEDIxNp8cIe2Kox1QCIIne4LDQNXpUawyBKMf.kJLtRfkCCXTsPXRcM0aNA/HK1122.jpg#	2112.06 KB	22.02.16
HK1123.jpg 	HK 1123	Amerika	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?HilI8GLkm0sr7qFhipDx9xQn9KExu@fIaYs@x1nMbbGDY3ID2nAU8k4GpD4ol68oeAxxcWfF5LBzB5X8TV7P8noQMi5oWg6iQMBv4FlQsgmVZQBJTl@ncufjoOep@iqruCRyYY4aa..dTVYzmW2G6w/HK1123.jpg#	18682.06 KB	22.02.16
HK1124.jpg 	HK 1124	Special Karte des Fürstenthumes Montenegro (Cèrnagora)	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?CFZ6qsJcVp3YeaY3DmpMotkXL2.vRP4A3xS3znXsQzsMQNSZBISyTzrT9AzqobYSqCvoeAxxBc6kq9xeq41k@VV6aRQC4Ao0zVgekWxNGdV@OIDK9iw1N3Y.Zwkx5RmjGotlQbEyO4vhzM.lE7uV0w/HK1124.jpg#	11446.27 KB	22.02.16
HK1125.jpg 	HK 1124	Special Karte des Fürstenthumes Montenegro (Cèrnagora)	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?PUjXK.DYtbejvXtGPuJsCh9ETXoniZvJPpXCtCb8dY@g7PQblSwFvtsODO793DcOEi4bklsao.6MaxNbdkw10fkoQxC7mbNnIt4pk.4Vm96rILW2CsvDYCxRiggzT93voXNvh7j@acsgVsx2sxTz5w/HK1125.jpg#	19593.69 KB	22.02.16
HK1126.jpg 	HK 1124	Special Karte des Fürstenthumes Montenegro (Cèrnagora)	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?WAEoyhAoh2AI5XKkDWLO8UaR5@@CmNrN3pj9hVanoH.Z8Cl3EKk2jMAdHJyhaoj8@lVLHsn18rQn3omMKyAZVBx1Cdamd7wou5g9SX2nyWsRVajvYdrtVgeXL07YJvuGmoYDosboey@aO.NtcLHjxw/HK1126.jpg#	16774.17 KB	22.02.16
HK1127-1142Zusatz.jpg 	HK 1127	Grenzkarte der Preussischen, Russischen und Oestreichischen Monarchien in XVI Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?KCb4YXWdjGI44xTpNaSbrbv1bIzQysF.mdL9IV6wlZdCgJNhqV8syubsdczJCgPMECQi@OFBrpXcW6kkG3h9wDTkT1ixd4z@sGa3PJHUGKSp3P3sSLar4mgPqnAeshZZoBGlYd8gvBMwwItqYL5tsQ/HK1127%2d1142Zusatz.jpg#	626.73 KB	22.02.16
HK1127.jpg 	HK 1127	Grenzkarte der Preussischen, Russischen und Oestreichischen Monarchien in XVI Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?.Kw@kcQsvMGlUArppLOCEY@r5zSS9s7rby4AMbyB5B2OlBoNT7oaKqbP2ArPcvjJ6T4AIa6aGcZh3nRTAtxVG@5I@Rnz1HvtM.QYVT@tf5mZHczTfC72@NtHqJJ9ai@scMWpxIEnTRp@ebibrH8yng/HK1127.jpg#	6854.65 KB	22.02.16
HK1128.jpg 	HK 1127	Grenzkarte der Preussischen, Russischen und Oestreichischen Monarchien in XVI Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ZGjEXxroCnt7H3hjBJ24KjBjNORjs8Cq5Dg0uUQ1yANcUxVc8410HWE6vVjm455vsvcMuJWO3fPOSE0p6IL8IexRVEznM5OThQR4Z9PqmfIhAJqS68TvKXDgou4ITWTnQmNbrln1OXxkNbidrl5g2Q/HK1128.jpg#	5603.64 KB	22.02.16
HK1129.jpg 	HK 1127	Grenzkarte der Preussischen, Russischen und Oestreichischen Monarchien in XVI Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?9pE9BuVGVJ9e35zXEmT@4k5YAqHB6J2tx6uQ6jbSY4YMKqyGNV3v9VDimdo13eoHiG49@y2.jH1ubGfXev49tmi1tMFO8P4t77d8Kf2Vj9J@cvv1hqRiv@8GSfmFlf5ep5MkSLaydYuTUFJM9dR9aw/HK1129.jpg#	6131.89 KB	22.02.16
HK1130.jpg 	HK 1127	Grenzkarte der Preussischen, Russischen und Oestreichischen Monarchien in XVI Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Iz6BAX1pNILtzMzhYfGGHAJLxQCilfaqjElG0fqXDabSMRQ.HJIkt@YO0lDI47nPyBBm4Lme9O5GvFnrFDiPsw9CSfKwHbBU2CVMpLEq9cnH.TpWbei2vPhyhRYbxZebtviI9TzdxWKPpiTjcdqOtg/HK1130.jpg#	4794.64 KB	22.02.16
HK1131.jpg 	HK 1127	Grenzkarte der Preussischen, Russischen und Oestreichischen Monarchien in XVI Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?NT@eCGVIOkFukarfomwTI7B2W6S@Ejyake8L@NFLSGKNCx1oWoUXIh9Osk43GPFj3fR..vA5u1iueA2w3wmxH1FMIPmVlckA8p9EBOaw5iIQC.PYy3FzXaQbqFxIXYgCTz12yMEx2PYYlJixE446iw/HK1131.jpg#	6501.80 KB	22.02.16
HK1132.jpg 	HK 1127	Grenzkarte der Preussischen, Russischen und Oestreichischen Monarchien in XVI Blättern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?eYj32pI8jN@Jyz3ymNGiIKKJiGzYVAjc.PbHxfa1rudMuezLOw2jcAxK5.BQ@lGCVECqU4zxlJxozrp04v3xUVc8jxa3wRM@ENFdJrE55ySRi3ZflNi6FrDkvOG1ouyCvgCpZgpK2sV8lL3vRe7Fjw/HK1132.jpg#	6595.94 KB	22.02.16
